y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh,arctic
4,0.000000,0.046747,0.080822,0.435652,0.428330,0.000000,0.000000,0.008448,0.000000
4,0.000000,0.046747,0.080822,0.435652,0.428330,0.000000,0.000000,0.008448,0.000000
4,0.000000,0.046747,0.080822,0.435652,0.428330,0.000000,0.000000,0.008448,0.000000
4,0.000000,0.046747,0.080822,0.435652,0.428330,0.000000,0.000000,0.008448,0.000000
5,0.000000,0.073514,0.086788,0.422708,0.402900,0.000000,0.000000,0.014090,0.000000
6,0.000000,0.102129,0.088283,0.405836,0.384249,0.000000,0.000000,0.019503,0.000000
7,0.000000,0.103926,0.097446,0.431711,0.345954,0.000000,0.000000,0.020963,0.000000
8,0.000000,0.103001,0.111528,0.425989,0.338790,0.000000,0.000000,0.020691,0.000000
9,0.000000,0.108558,0.119098,0.441189,0.311657,0.000000,0.000000,0.019498,0.000000
10,0.000000,0.103965,0.116647,0.442935,0.314412,0.000000,0.000000,0.022041,0.000000
11,0.000000,0.128009,0.113410,0.420574,0.306778,0.000870,0.000000,0.030359,0.000000
12,0.000000,0.151990,0.105538,0.399734,0.302270,0.001520,0.000000,0.038947,0.000000
13,0.000000,0.170519,0.097837,0.382438,0.300381,0.002970,0.000000,0.045855,0.000000
14,0.000000,0.183851,0.085418,0.361287,0.313720,0.003391,0.000000,0.052333,0.000000
15,0.000000,0.182003,0.068482,0.320628,0.342317,0.036641,0.000000,0.049931,0.000000
16,0.000000,0.177544,0.051671,0.312168,0.345126,0.062936,0.000000,0.050554,0.000000
17,0.000000,0.167779,0.036707,0.275491,0.375046,0.097608,0.000000,0.047367,0.000000
18,0.000000,0.165422,0.015214,0.251637,0.393177,0.131581,0.000000,0.042969,0.000000
19,0.000000,0.196140,0.014590,0.232154,0.359590,0.135839,0.000000,0.061686,0.000000
20,0.000000,0.232033,0.013091,0.197364,0.344800,0.131185,0.000000,0.081528,0.000000
21,0.000000,0.253922,0.011632,0.166276,0.329486,0.140216,0.000000,0.098467,0.000000
22,0.000000,0.289462,0.008023,0.144145,0.305778,0.139728,0.000000,0.112864,0.000000
23,0.035354,0.290830,0.004635,0.116332,0.272108,0.146233,0.023812,0.110697,0.000000
24,0.078338,0.278193,0.003553,0.088450,0.245673,0.150847,0.049736,0.105210,0.000000
25,0.115052,0.266955,0.002205,0.058353,0.224223,0.157232,0.073700,0.102279,0.000000
26,0.157342,0.256153,0.000000,0.029219,0.194119,0.155406,0.099825,0.107936,0.000000
27,0.191015,0.245420,0.000000,0.021817,0.180521,0.155574,0.115162,0.090491,0.000000
28,0.256462,0.206789,0.000000,0.016742,0.134302,0.147824,0.160151,0.077730,0.000000
29,0.327919,0.169145,0.000000,0.012757,0.097559,0.143539,0.181076,0.068007,0.000000
30,0.382650,0.138945,0.000000,0.007535,0.074802,0.129480,0.210899,0.055688,0.000000
31,0.446633,0.127623,0.000000,0.005039,0.048832,0.093266,0.223729,0.054879,0.000000
32,0.497119,0.117260,0.000000,0.003201,0.031739,0.058904,0.245495,0.046282,0.000000
33,0.545224,0.115371,0.000000,0.001994,0.017673,0.026554,0.250952,0.042233,0.000000
34,0.568967,0.117954,0.000000,0.000458,0.005682,0.000000,0.262579,0.044359,0.000000
35,0.580299,0.108869,0.000000,0.000917,0.005962,0.000000,0.261304,0.042649,0.000000
36,0.583518,0.109698,0.000000,0.000553,0.004701,0.000000,0.259403,0.042128,0.000000
37,0.565981,0.127867,0.000000,0.000819,0.004641,0.000000,0.253822,0.046869,0.000000
38,0.548583,0.119533,0.000000,0.001721,0.018835,0.027076,0.243050,0.041203,0.000000
39,0.494767,0.136232,0.000000,0.002797,0.033833,0.064688,0.219776,0.047907,0.000000
40,0.424160,0.144637,0.000000,0.005598,0.051643,0.103286,0.219032,0.051643,0.000000
